순번,주차장관리번호,주차장명,주차장 유형,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공유일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권적용시간,월정기요금,결제방법,관리기관명,경도,위도
102,154-1-000103,연암공원로28길인근,노상,대구광역시 북구 산격동 1499-2,4,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89104648,128.6059248
103,154-1-000104,연암공원로32길인근,노상,대구광역시 북구 산격동 1203-12,34,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.90140838,128.6065689
104,154-1-000105,연암공원로인근,노상,대구광역시 북구 산격동 975-2,15,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89179162,128.5957289
105,154-1-000106,연암로인근,노상,대구광역시 북구 산격동 796-37,48,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.89653618,128.5950001
106,154-1-000107,영송로인근,노상,대구광역시 북구 태전동 950,8,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92990667,128.5449716
107,154-1-000108,오봉로10길인근,노상,대구광역시 북구 노원동1가 273,13,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88989334,128.5784575
108,154-1-000109,오봉로1길인근,노상,대구광역시 북구 노원동2가 1,12,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
109,154-1-000110,오봉로1길인근(보성아파트),노상,대구광역시 북구 노원동2가 1,11,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
110,154-1-000111,오봉로3길인근,노상,대구광역시 북구 노원동2가 1,10,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
111,154-1-000112,오봉로6길인근,노상,대구광역시 북구 노원동1가 273,18,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88989334,128.5784575
112,154-1-000113,오봉로7길인근,노상,대구광역시 북구 노원동2가 1,19,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
113,154-1-000114,오봉로인근,노상,대구광역시 북구 노원동3가 1208,135,2,미시행,평일+토요일,09:00:00,18:00:00,09:00:00,18:00:00,00:00:00,00:00:00,유료,30,600,10,300,0,3000,60000,0,대구광역시청,35.89867951,128.5788096
114,154-1-000115,옥산로3길인근,노상,대구광역시 북구 노원동1가 271,10,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88754215,128.5781967
115,154-1-000116,옥산로5길인근,노상,대구광역시 북구 노원동1가 529,28,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88662726,128.5810034
116,154-1-000117,옥산로9길인근,노상,대구광역시 북구 노원동1가 15-19,28,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88802114,128.581656
117,154-1-000118,옥산로인근(북구),노상,대구광역시 북구 고성동3가 143,25,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.88408994,128.5841447
118,154-1-000119,원대로19길인근,노상,대구광역시 북구 노원동1가 382,25,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88623316,128.580491
119,154-1-000120,원대로21길인근,노상,대구광역시 북구 노원동1가 529,12,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88662726,128.5810034
120,154-1-000121,원대로23길인근,노상,대구광역시 북구 노원동1가 19-9,4,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88797474,128.5800717
121,154-1-000122,원대로25길인근,노상,대구광역시 북구 노원동1가 19-6,31,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88846132,128.5819583
122,154-1-000123,유통단지로21길인근,노상,대구광역시 북구 산격동 1580,42,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.90868017,128.6104761
123,154-1-000124,중앙대로105길인근,노상,대구광역시 북구 칠성동2가 351-9,17,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88053131,128.5944814
124,154-1-000125,중앙대로118길인근,노상,대구광역시 북구 침산동 101-3,19,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88338799,128.5987608
125,154-1-000126,지하철대구역인근,노상,대구광역시 북구 칠성동2가 302-338,9,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,30,1000,10,500,0,10000,100000,0,대구광역시 북구청,35.87604689,128.599077
126,154-1-000127,청운로인근,노상,대구광역시 북구 침산동 1693-1,7,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.89059993,128.5869916
127,154-1-000128,칠곡중앙대로105길인근,노상,대구광역시 북구 읍내동 1304,75,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94402173,128.5488151
128,154-1-000129,칠곡중앙대로75길인근,노상,대구광역시 북구 태전동 962,15,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92943275,128.5461208
129,154-1-000130,칠곡중앙대로77길인근,노상,대구광역시 북구 태전동 944,73,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.93092533,128.5449343
130,154-1-000131,칠곡중앙대로80길인근,노상,대구광역시 북구 태전동 1002,30,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.9303755,128.5508483
131,154-1-000132,칠곡중앙대로86길인근,노상,대구광역시 북구 읍내동 1378,39,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.93325493,128.5518879
132,154-1-000133,칠곡중앙대로91길인근,노상,대구광역시 북구 관음동 1359,17,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.93709063,128.5448659
133,154-1-000134,칠곡중앙대로인근,노상,대구광역시 북구 읍내동 794-1,56,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.94506549,128.5511611
134,154-1-000135,칠성공구상가앞,노상,대구광역시 북구 칠성동1가 279-1,8,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8748935,128.6070788
135,154-1-000136,칠성교북편,노상,대구광역시 북구 대현동 389,10,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.87736564,128.6056874
136,154-1-000137,칠성꽃시장,노상,대구광역시 북구 칠성동2가 302-94,23,1,미시행,평일+토요일+공휴일,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.87664626,128.5950555
137,154-1-000138,칠성남로16길인근,노상,대구광역시 북구 칠성동2가 302-93,61,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.87750286,128.5926647
138,154-1-000139,칠성남로2길인근,노상,대구광역시 북구 고성동1가 95-4,71,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.87815117,128.5854598
139,154-1-000140,칠성남로31길인근,노상,대구광역시 북구 칠성동2가 538-13,6,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8773027,128.5987311
140,154-1-000141,칠성남로인근(고성동),노상,대구광역시 북구 고성동2가 110-41,102,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.8798762,128.5828921
141,154-1-000142,칠성농협앞,노상,대구광역시 북구 칠성동1가 171-12,30,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8766329,128.6035994
142,154-1-000143,칠성로17길인근,노상,대구광역시 북구 침산동 163-8,32,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88175275,128.5971708
143,154-1-000144,칠성시장고가도로밑,노상,대구광역시 북구 침산동 78-7,76,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8843224,128.6006014
144,154-1-000145,칠성시장광로,노상,대구광역시 북구 칠성동2가 407-8,37,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.88022495,128.601689
145,154-1-000146,칠성시장남편,노상,대구광역시 북구 칠성동1가 279-1,39,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8748935,128.6070788
146,154-1-000147,칠성시장동편,노상,대구광역시 북구 칠성동1가 279-1,16,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8748935,128.6070788
147,154-1-000148,칠성시장방범초소,노상,대구광역시 북구 칠성동2가 409-24,24,1,미시행,평일+토요일+공휴일,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.87915714,128.6025337
148,154-1-000149,칠성시장북편,노상,대구광역시 북구 칠성동1가 279-1,9,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8748935,128.6070788
149,154-1-000150,칠성시장서편도로,노상,대구광역시 북구 칠성동1가 236-1,30,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,17:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.87718878,128.6014334
150,154-1-000151,칠성전자상가앞,노상,대구광역시 북구 칠성동1가 279-1,7,1,미시행,평일+토요일+공휴일,07:00:00,18:00:00,17:00:00,18:00:00,07:00:00,18:00:00,유료,30,500,10,250,0,0,0,0,대구광역시청,35.8748935,128.6070788
151,154-1-000152,침산남로31길인근,노상,대구광역시 북구 침산동 286-1,14,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88869225,128.5929184
152,154-1-000153,침산남로39길인근,노상,대구광역시 북구 침산동 5-1,18,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8872637,128.596993
153,154-1-000154,침산남로9길인근,노상,대구광역시 북구 침산동 1706-4,10,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8938443,128.5833779
154,154-1-000155,침산로40길인근,노상,대구광역시 북구 침산동 531-3,4,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89371938,128.5900286
155,154-1-000156,침산로42길인근,노상,대구광역시 북구 침산동 581,7,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89462057,128.5900122
156,154-1-000157,침산로46길인근,노상,대구광역시 북구 침산동 565,3,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8965438,128.5890978
157,154-1-000158,침산로48길인근,노상,대구광역시 북구 침산동 594,10,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89698438,128.5900278
158,154-1-000159,침산로인근,노상,대구광역시 북구 침산동 823,30,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9015759,128.5860551
159,154-1-000160,태암교(동편),노상,대구광역시 북구 구암동 714,39,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.92779327,128.5557174
160,154-1-000161,태암교(서편),노상,대구광역시 북구 태전동 1030,49,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.92862298,128.5497501
161,154-1-000162,태암남로1길인근,노상,대구광역시 북구 태전동 1041,25,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92761837,128.5486904
162,154-1-000163,태암로1길인근,노상,대구광역시 북구 태전동 1004,8,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92968303,128.5485495
163,154-1-000164,태암로2길인근,노상,대구광역시 북구 태전동 1039,31,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92769255,128.5482365
164,154-1-000165,태암로3길인근,노상,대구광역시 북구 태전동 1019,41,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92905631,128.549598
165,154-1-000166,태암로4길인근,노상,대구광역시 북구 태전동 1043,25,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92757107,128.5491776
166,154-1-000167,태암로5길인근,노상,대구광역시 북구 태전동 1026,33,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92945364,128.551396
167,154-1-000168,태암로6길인근,노상,대구광역시 북구 태전동 1045,42,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92732892,128.5497322
168,154-1-000169,팔거천서로35길인근,노상,대구광역시 북구 읍내동 1351-2,35,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94037563,128.5565536
169,154-1-000170,팔거천서로인근,노상,대구광역시 북구 태전동 1073-31,52,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.92661052,128.5503013
170,154-1-000171,팔달로37길인근,노상,대구광역시 북구 노원동2가 1,27,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
171,154-1-000172,팔달로41길인근,노상,대구광역시 북구 노원동2가 1,90,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88867297,128.5696997
172,154-1-000173,팔달북로2길인근,노상,대구광역시 북구 노원동3가 252-3,21,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8898311,128.5610742
173,154-1-000174,팔달북로3길인근,노상,대구광역시 북구 노원동3가 252-3,68,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8898311,128.5610742
174,154-1-000175,팔달북로7길인근,노상,대구광역시 북구 노원동3가 252-3,41,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8898311,128.5610742
175,154-1-000176,팔달북로인근,노상,대구광역시 북구 노원동3가 436,100,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8929865,128.5591288
176,154-1-000177,풍국면앞,노상,대구광역시 북구 노원동3가 252-3,16,3,미시행,평일,07:00:00,16:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,600,10,300,0,0,0,0,대구광역시청,35.8898311,128.5610742
177,154-1-000178,한국농촌공사,노상,대구광역시 북구 구암동 651,30,3,미시행,평일+토요일,09:00:00,18:00:00,09:00:00,18:00:00,00:00:00,00:00:00,유료,30,400,10,200,0,4000,40000,0,대구광역시청,35.9313747,128.557711
178,154-1-000179,힘나라2길인근,노상,대구광역시 북구 노원동3가 252-3,43,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8898311,128.5610742
179,154-2-000180,1·2,노외,대구광역시 북구 칠성동2가 310-1,50,1,미시행,평일+토요일+공휴일,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,유료,30,1000,10,500,0,0,0,현금,대구광역시 북구청,35.87750098,128.5952941
180,154-2-000181,EXPO,노외,대구광역시 북구 복현동 478-5,18,2,미시행,평일+토요일+공휴일,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,유료,30,1000,60,2000,0,10000,0,현금,대구광역시 북구청,35.89229316,128.6212091
181,154-2-000182,RGB Tower,노외,대구광역시 북구 동천동 903-4,52,3,미시행,평일+토요일+공휴일,12:00:00,21:00:00,12:00:00,23:59:00,00:00:00,00:00:00,유료,30,1000,60,1000,0,1000,0,현금,대구광역시 북구청,35.94355567,128.5599291
182,154-2-000183,강북,노외,대구광역시 북구 구암동 653-1,16,3,미시행,평일+토요일+공휴일,06:00:00,21:00:00,06:00:00,21:00:00,06:00:00,21:00:00,유료,30,1500,10,200,0,10000,70000,현금,대구광역시 북구청,35.93131704,128.5559931
183,154-2-000184,경명여고앞,노외,대구광역시 북구 칠성동2가 385-2,40,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88072859,128.5984327
184,154-2-000185,공단,노외,대구광역시 북구 노원동3가 183-19,34,3,미시행,평일+토요일,07:00:00,20:00:00,07:00:00,16:00:00,00:00:00,00:00:00,유료,60,1500,0,0,0,7000,60000,현금,대구광역시 북구청,35.89622155,128.5726379
185,154-2-000186,관음(공영),노외,대구광역시 북구 관음동 448-1,169,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,600,10,300,0,6000,80000,현금,대구광역시 북구청,35.94104819,128.5446936
186,154-2-000187,관음동 1255-14공영,노외,대구광역시 북구 관음동 1255-14,6,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94386972,128.5446022
187,154-2-000188,관음동1275-27공영,노외,대구광역시 북구 관음동 1275-27,6,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94409921,128.5456678
188,154-2-000189,관음동1284-5공영,노외,대구광역시 북구 관음동 1284-5,12,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94424575,128.5471319
189,154-2-000193,구수산(공영),노외,대구광역시 북구 읍내동 1077-1,48,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.9387852,128.5524038
190,154-2-000194,구암동주민센터(공영),노외,대구광역시 북구 구암동 788-3,46,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.9389234,128.5660435
191,154-2-000195,노곡교남단1(공영),노외,대구광역시 북구 노곡동 990,200,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.90211005,128.5663385
192,154-2-000196,노곡교남단2(공영),노외,대구광역시 북구 노곡동 876,200,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.90073053,128.5645341
193,154-2-000197,노원(공영),노외,대구광역시 북구 노원동1가 16-1,82,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.88820139,128.5806918
194,154-2-000206,동변(공영),노외,대구광역시 북구 동변동 670,53,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9210095,128.6033264
195,154-2-000209,동천동복합청사공영,노외,대구광역시 북구 동천동 930-1,25,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.93733721,128.5581853
196,154-2-000210,동편업무지구(공영),노외,대구광역시 북구 산격동 1687,123,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9077869,128.6151458
197,154-2-000211,동호동(공영),노외,대구광역시 북구 동호동 262-2,10,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.96363513,128.5568502
198,154-2-000217,복현동임시공영주차장,노외,대구광역시 북구 복현동 127,8,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.90003894,128.6222779
199,154-2-000218,북구문화회관앞(공영),노외,대구광역시 북구 산격동 120,110,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.905774,128.6160608
200,154-2-000220,산격(공영),노외,대구광역시 북구 산격동 1264-1,43,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,500,10,100,0,3000,50000,현금,대구광역시 북구청,35.89796474,128.6106083
201,154-2-000221,산격3동공영,노외,대구광역시 북구 산격동 1410-4,51,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,600,10,300,0,6000,100000,현금,대구광역시 북구청,35.89377121,128.6053807
202,154-2-000222,산업용재관남편(공영),노외,대구광역시 북구 산격동 1631,112,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9030285,128.6070134
203,154-2-000223,서변1(공영),노외,대구광역시 북구 서변동 1777,91,3,미시행,평일+토요일+공휴일,10:00:00,19:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,400,10,200,0,4000,40000,현금,대구광역시청,35.9213327,128.5970475
