고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,성별_남,성별_여,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,1회당평균구매금액
C0165,-0.2919674388214828,VIP,0.7682083414282992,2.5090271732883402,0.4879157581479993,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.27529349791527596
C0166,4.944531484830035e-16,골드,0.2257715351007327,0.490140757589184,0.8584353186920437,0,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.1399145128282764
C0167,-0.6399079099558926,골드,0.1680414258015206,0.490140757589184,0.8584353186920437,0,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.17030860158056965
C0168,-1.1966126637709484,브론즈,-0.587489768085776,-0.18282138097720146,-0.2531233629400887,0,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.4931080519671339
C0169,-0.5703198157290107,브론즈,-0.4884199707776644,-0.855783519543587,-0.4383831432121109,0,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.17526824052625947
C0170,4.944531484830035e-16,골드,0.15987957784563428,0.490140757589184,0.8584353186920437,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.17460569947567647
C0171,-1.4053769464515944,브론즈,-0.47423849126787576,-0.855783519543587,-0.4383831432121109,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.1566023678953364
C0172,-1.4749650406784764,실버,0.035726670935800446,0.490140757589184,-0.06786358266806648,0,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.23997045483955012
C0173,1.0302063514892748,골드,0.10386395151144759,1.3874236090110312,1.0436950989640652,0,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.3580784202473051
C0174,4.944531484830035e-16,브론즈,-0.44835151710646265,-1.3044249452545107,0.0,0,True,False,False,False,True,False,False,False,False,False,True,True,False,0.4979725271855165
C0175,0.7518539745817469,골드,0.28377143262816296,0.7144614704446458,0.8584353186920437,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.16698322471334195
C0176,-0.08320315614083687,VIP,0.69199193801546,1.8360650347219547,1.9699940003241754,0,False,True,True,False,False,False,False,False,False,False,True,True,False,-0.21267188726648273
C0177,0.8214420688086288,골드,0.42719971398318096,0.26582004473372217,0.11739619760395491,0,False,True,False,True,False,False,False,False,False,True,False,True,False,0.044930829693777964
C0178,-1.1966126637709484,실버,-0.2563046886323124,-0.18282138097720146,-0.06786358266806648,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.24401622943203455
C0179,1.4477349168505667,골드,0.19966434007427744,0.7144614704446458,0.30265597787597714,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.20723885981530596
C0180,0.055973032312927086,실버,-0.3038473189968391,0.26582004473372217,-0.4383831432121109,1,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.3827202343546361
C0181,4.944531484830035e-16,골드,6.630513977636954,1.1631028961555694,-0.06786358266806648,0,False,True,False,False,False,False,True,False,False,False,True,True,False,2.3147558539634723
C0182,-1.2662007579978305,골드,0.19117250050898568,0.490140757589184,1.599474439780131,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.15813041681478715
C0183,-0.01361506191395489,골드,0.25866967883609937,0.7144614704446458,1.4142146595081095,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.17899751518979912
C0184,0.7518539745817469,브론즈,-0.46001148420032123,-0.6314628066881252,-0.4383831432121109,1,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.2589075825923121
C0185,4.944531484830035e-16,브론즈,-0.35379811146729756,-1.0801042323990488,0.6731755384200208,0,True,False,False,False,True,False,False,False,True,False,False,True,False,0.2502412594140316
C0186,-0.15279125036771884,브론즈,-0.5067963651152849,-0.6314628066881252,-0.9941624840281768,1,False,True,True,False,False,False,False,False,False,False,True,True,False,-0.3081707431875851
C0187,-1.1966126637709484,실버,-0.25112172630057933,-0.18282138097720146,2.1552537805961984,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.24011800570929717
C0188,-0.43114362727524674,실버,0.09193492428279695,-0.6314628066881252,-0.2531233629400887,0,False,True,False,True,False,False,False,True,False,False,False,True,False,0.32227642449129645
C0189,-0.9182602868634206,실버,-0.16904469706837824,-0.6314628066881252,0.11739619760395491,1,True,False,False,False,False,True,False,False,True,False,False,True,False,0.04747224101833145
C0190,-0.7094960041827747,브론즈,-0.5773607941768383,-0.18282138097720146,-1.179422264300199,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.4854898205674845
C0191,0.6822658803548649,골드,0.0846000825457642,0.7144614704446458,0.8584353186920437,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.26231132307253524
C0192,0.47350159767421895,VIP,0.574404732253409,2.5090271732883402,1.9699940003241754,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.32899606016463695
C0193,0.40391350344733695,브론즈,-0.39024270218251783,-1.0801042323990488,-0.8089027037561554,1,False,True,False,False,False,False,True,True,False,False,False,True,False,0.18628271518204018
C0194,-0.5007317215021287,골드,0.12187413411749283,0.9387821833001077,1.9699940003241754,1,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.2860177962246057
C0195,1.6564991995312126,실버,-0.19919906808684185,0.9387821833001077,0.11739619760395491,0,True,False,False,True,False,False,False,True,False,False,False,True,False,-0.42688489201227303
C0196,-1.4749650406784764,실버,-0.22076570313586727,-0.6314628066881252,0.11739619760395491,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.006988520198159547
C0197,4.944531484830035e-16,브론즈,-0.4134144580527662,-1.5287456581099725,-1.5499418248442434,0,False,True,False,False,True,False,False,False,True,False,False,True,False,1.922915373456355
C0198,-1.3357888522247126,골드,0.06737124706513895,1.3874236090110312,1.0436950989640652,0,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.37180191629786163
C0199,-0.5703198157290107,VIP,0.5593891509152883,1.3874236090110312,1.2289548792360883,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.1867729944149932
C0200,4.944531484830035e-16,골드,0.188388797313803,0.7144614704446458,0.30265597787597714,0,True,False,False,False,False,False,True,False,False,False,True,False,True,-0.21263560010390223
C0201,-0.43114362727524674,VIP,0.7488213648386013,1.611744321866493,0.8584353186920437,0,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.1573679764623107
C0202,1.5173230110774487,VIP,0.7184916553409268,2.0603857475774165,2.34051356086822,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.23566262048007658
C0203,4.944531484830035e-16,브론즈,-0.5875268000762293,-1.3044249452545107,-0.9941624840281768,0,True,False,False,False,False,False,True,False,False,False,True,True,False,0.1316034042046301
C0204,0.7518539745817469,실버,-0.1370404427350375,-0.18282138097720146,-1.179422264300199,1,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.15431488049792347
C0205,-0.15279125036771884,실버,3.32504260263671,0.041499331878260354,-0.6236429234841331,1,True,False,False,False,False,False,True,False,True,False,False,False,True,2.050517926128651
C0206,-0.8486721926365386,VIP,0.6219897133475335,1.3874236090110312,1.4142146595081095,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.16323134179328855
C0207,0.9606182572623928,브론즈,6.498747662934738,-1.0801042323990488,-0.4383831432121109,1,True,False,False,False,False,True,False,False,False,True,False,True,False,12.27613710328754
C0208,1.7260872937580947,실버,-0.06657123406174194,-0.4071420938326633,0.30265597787597714,1,False,True,False,False,False,True,False,False,False,True,False,False,True,0.005639652424974055
C0209,-0.8486721926365386,골드,0.23461596698655518,0.041499331878260354,1.2289548792360883,0,True,False,True,False,False,False,False,False,True,False,False,True,False,0.01668535187428883
C0210,1.0302063514892748,브론즈,-0.4277076525009393,-1.0801042323990488,-1.3646820445722212,0,True,False,True,False,False,False,False,False,False,True,False,False,True,0.12053348779150164
C0211,-0.8486721926365386,골드,0.30396841933284185,0.7144614704446458,0.0,0,False,True,False,True,False,False,False,False,False,False,True,True,False,-0.15731647126538661
C0212,0.8214420688086288,브론즈,-0.17826341488985986,-1.0801042323990488,-1.5499418248442434,1,False,True,False,False,True,False,False,False,False,False,True,False,True,0.5582964038118682
C0213,1.0997944457161568,VIP,0.48779226145126303,1.611744321866493,1.0436950989640652,0,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.24898673868297583
C0214,-0.15279125036771884,골드,0.0796157511793737,0.7144614704446458,-0.06786358266806648,0,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.26469694143859795
C0215,0.8910301630355109,브론즈,-0.5656881408773353,-1.0801042323990488,-1.7352016051162655,1,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.12161578582588388
C0216,-0.7790840984096566,골드,0.06691075077072357,0.9387821833001077,1.4142146595081095,0,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.3101323350075596
C0217,-1.4749650406784764,브론즈,-0.61782290018684,-0.18282138097720146,-0.2531233629400887,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.5159222897664961
C0218,-1.4053769464515944,실버,-0.2474477861390793,-0.4071420938326633,0.6731755384200208,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.15307527247246908
C0219,-0.15279125036771884,실버,-0.3510545388794147,0.041499331878260354,-0.06786358266806648,0,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.368748729902465
C0220,4.944531484830035e-16,골드,0.20090194190894273,0.7144614704446458,0.0,0,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.20664651443342405
C0221,-1.3357888522247126,브론즈,-0.4902247615743758,-0.6314628066881252,-2.105721165660309,1,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.2907213118629477
C0222,-0.15279125036771884,브론즈,-0.44171449260191437,-0.18282138097720146,-0.2531233629400887,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.3834671553701193
C0223,0.7518539745817469,골드,0.2204138364618873,0.9387821833001077,0.8584353186920437,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.2427846593768845
C0224,-1.0574364753171845,실버,-0.14545575117698906,-1.0801042323990488,0.4879157581479993,1,True,False,False,True,False,False,False,False,False,True,False,True,False,0.6158723120481384
C0225,0.8214420688086288,실버,-0.2557815023132171,0.041499331878260354,0.30265597787597714,1,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.3060488414853776
C0226,-0.7094960041827747,브론즈,-0.2563970364404631,-0.4071420938326633,-1.5499418248442434,1,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.16092802935643066
C0227,1.1693825399430386,브론즈,-0.46957768368727537,-0.855783519543587,-1.920461385388287,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.15046774417030986
C0228,0.334325409220455,골드,-0.047397842460494825,1.1631028961555694,0.11739619760395491,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.38972602138423873
C0229,0.19514922076669106,브론즈,-0.6093251636547714,-1.0801042323990488,-0.4383831432121109,1,True,False,True,False,False,False,False,True,False,False,False,True,False,-0.19819671036614706
C0230,-1.1270245695440666,브론즈,-0.6927265622803017,-1.5287456581099725,-0.2531233629400887,1,False,True,True,False,False,False,False,False,True,False,False,True,False,0.4523765179899312
C0231,-0.08320315614083687,VIP,0.6828772976205799,1.8360650347219547,0.4879157581479993,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.2156710933184688
C0232,1.3085587283968028,브론즈,-0.5098290215333248,-1.5287456581099725,-1.5499418248442434,0,True,False,False,False,False,False,True,False,False,True,False,True,False,1.415306287831135
C0233,-1.6837293233591224,골드,0.11011764825208996,0.7144614704446458,0.11739619760395491,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.2500980152221168
C0234,0.9606182572623928,브론즈,-0.2688505480024298,-0.18282138097720146,-0.9941624840281768,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.2534522552968734
C0235,4.944531484830035e-16,골드,0.2250751960882696,-0.18282138097720146,-0.2531233629400887,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.11804051845848931
C0236,0.8214420688086288,골드,0.24508757132533573,0.041499331878260354,-0.4383831432121109,1,False,True,False,False,True,False,False,False,True,False,False,True,False,0.023576791963250764
C0237,0.612677786127983,골드,0.0578428228573951,0.26582004473372217,0.11739619760395491,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.17113716645097019
C0238,-0.22237934459460082,브론즈,-0.6089601076551296,-0.855783519543587,-0.8089027037561554,1,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.33392494769956704
C0239,-0.6399079099558926,실버,-0.20943115011512642,-0.4071420938326633,-0.9941624840281768,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.11971656753201206
C0240,0.47350159767421895,골드,0.18259349339196826,1.3874236090110312,0.6731755384200208,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.32847128168488093
C0241,4.944531484830035e-16,브론즈,-0.7058118364974961,-0.4071420938326633,-0.06786358266806648,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.5552789577639635
C0242,4.944531484830035e-16,브론즈,-0.5164391715938385,-0.6314628066881252,-1.7352016051162655,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.31832434654943936
C0243,-1.4749650406784764,브론즈,-0.49447617073067196,-0.855783519543587,-0.9941624840281768,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.18323950028601962
C0244,0.5430896919011009,VIP,0.6566088272026274,2.0603857475774165,2.1552537805961984,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.2548275832343008
C0245,0.47350159767421895,골드,0.0711398975674991,0.26582004473372217,0.30265597787597714,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.16335858601500708
C0246,-1.4749650406784764,실버,-0.27455219708976614,0.26582004473372217,-0.4383831432121109,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.3655830468826911
C0247,4.944531484830035e-16,골드,0.14306190613606842,0.26582004473372217,1.599474439780131,0,False,True,True,False,False,False,False,False,False,True,False,False,True,-0.12128533750257049
C0248,-0.2919674388214828,실버,-0.20333027942701334,0.26582004473372217,-0.2531233629400887,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.32391934058477195
C0249,1.0302063514892748,실버,-0.14525409366270664,0.26582004473372217,0.6731755384200208,0,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.28994568154844846
C0250,-1.6141412291322403,실버,-0.09146329308355947,-0.18282138097720146,0.30265597787597714,1,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.12003527076617862
C0251,-1.1270245695440666,실버,-0.2468483328276497,-0.18282138097720146,-0.2531233629400887,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.23690388938999235
C0252,-0.01361506191395489,브론즈,-0.5476075196938319,-0.6314628066881252,0.0,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.351143738368138
C0253,-1.1270245695440666,골드,0.21249627515684494,-0.6314628066881252,0.8584353186920437,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.44922412797025696
C0254,-0.5703198157290107,골드,0.23206502189348524,0.9387821833001077,1.4142146595081095,0,False,True,True,False,False,False,False,False,False,True,False,False,True,-0.2376728386364284
C0255,0.612677786127983,브론즈,-0.5451267261086651,-0.855783519543587,-1.179422264300199,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.24990650881066304
C0256,-1.2662007579978305,실버,-0.12428283467840263,-0.18282138097720146,-0.06786358266806648,0,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.1447195936351825
C0257,0.6822658803548649,브론즈,-0.3853823026105488,-0.6314628066881252,-0.8089027037561554,0,False,True,True,False,False,False,False,False,False,False,True,False,True,-0.18032515840204613
C0258,-1.4053769464515944,VIP,0.8268670046473671,1.8360650347219547,1.9699940003241754,0,True,False,False,True,False,False,False,False,False,False,True,True,False,-0.16829074894624058
C0259,-1.1270245695440666,VIP,0.881852094785097,1.3874236090110312,0.6731755384200208,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.06550714131388666
C0260,0.334325409220455,VIP,0.5830218177630498,1.8360650347219547,2.1552537805961984,0,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.24852890739974687
C0261,1.0997944457161568,브론즈,-0.494495816796625,-0.855783519543587,-0.4383831432121109,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.18326535872797733
C0262,-1.1966126637709484,브론즈,-0.49479190995325395,-0.855783519543587,-1.7352016051162655,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.18365508091068114
C0263,-0.7094960041827747,브론즈,-0.5071475688702443,-0.855783519543587,0.11739619760395491,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.1999177815306326
C0264,1.5869111053043305,브론즈,-0.5694267533970786,-0.4071420938326633,0.8584353186920437,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.4356042516021665
C0265,1.7956753879849765,브론즈,-0.6639206416527598,-1.3044249452545107,-0.06786358266806648,0,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.069497999308336
C0266,0.334325409220455,브론즈,-0.4855942820193646,-0.855783519543587,0.30265597787597714,1,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.17154902727910504
C0267,-0.15279125036771884,VIP,0.5941017246252499,2.5090271732883402,1.4142146595081095,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.32353806604637764
C0268,-0.5007317215021287,브론즈,-0.4863497328724787,-1.5287456581099725,-2.105721165660309,1,True,False,False,False,False,False,True,True,False,False,False,False,True,1.5389214328674548
C0269,0.40391350344733695,브론즈,-0.5857855946216858,-0.855783519543587,0.0,1,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.3034223116193646
C0270,0.334325409220455,골드,0.03879432808296507,0.490140757589184,0.8584353186920437,0,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.23835537659486375
C0271,-0.7094960041827747,실버,-0.18711632431825828,-0.4071420938326633,-0.4383831432121109,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.10013583216430591
C0272,-1.6837293233591224,골드,0.18009802798590016,0.26582004473372217,-0.06786358266806648,1,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.09961978630986063
C0273,-1.2662007579978305,실버,-0.14813643850821603,-0.18282138097720146,-0.06786358266806648,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.1626604310116844
C0274,1.6564991995312126,골드,0.4100272582847312,1.611744321866493,1.0436950989640652,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.27628152398372235
C0275,-0.2919674388214828,실버,-0.18225872854621095,-0.855783519543587,-1.179422264300199,1,False,True,False,False,False,False,True,False,True,False,False,False,True,0.22770570503935827
C0276,-0.01361506191395489,실버,-0.15878017081528065,-0.6314628066881252,-0.4383831432121109,0,False,True,False,False,False,True,False,False,True,False,False,True,False,0.05828049777460787
C0277,-0.08320315614083687,골드,0.04129108204802922,0.041499331878260354,1.784734220052154,1,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.11054318151531949
C0278,1.0302063514892748,실버,-0.3589981950277411,0.490140757589184,-0.8089027037561554,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.44778753252169257
C0279,-1.5445531349053585,브론즈,-0.3172214230597798,-1.0801042323990488,-0.2531233629400887,0,True,False,False,False,False,True,False,True,False,False,False,True,False,0.314431628888945
C0280,-1.4749650406784764,실버,-0.31793430601645534,-0.18282138097720146,-0.4383831432121109,1,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.2903692648456185
C0281,-0.7790840984096566,브론즈,-0.614021991381634,-1.0801042323990488,-0.4383831432121109,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.2064394223303435
C0282,-0.01361506191395489,골드,0.1586275142265866,0.26582004473372217,1.4142146595081095,1,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.11217970057065418
C0283,0.612677786127983,브론즈,-0.5062570728633263,-0.855783519543587,-0.2531233629400887,1,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.19874569754376775
C0284,-0.01361506191395489,브론즈,-0.5980408839926429,0.26582004473372217,0.0,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.5548188619816361
C0285,-0.22237934459460082,브론즈,-0.53052527286061,-0.18282138097720146,-1.7352016051162655,1,True,False,False,True,False,False,False,True,False,False,False,True,False,-0.4502637609174147
C0286,1.5869111053043305,골드,0.30195315349580426,0.26582004473372217,1.4142146595081095,0,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.028336446479264917
C0287,-1.1966126637709484,브론즈,-0.5871358392057395,-0.6314628066881252,-1.3646820445722212,1,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.39276594439054446
C0288,0.264737314993573,실버,-0.37106163539118725,-0.6314628066881252,0.11739619760395491,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.16524589956325256
C0289,0.19514922076669106,골드,0.26954948842574056,-0.18282138097720146,0.8584353186920437,0,False,True,False,False,False,True,False,False,False,True,False,True,False,0.15149064414827332
C0290,-0.08320315614083687,브론즈,-0.4404412872257669,-0.4071420938326633,-0.4383831432121109,1,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.32242253544755817
C0291,1.0997944457161568,골드,0.0929325861992687,1.1631028961555694,0.8584353186920437,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.3328937194469893
C0292,4.944531484830035e-16,브론즈,-0.6748360945957363,-0.4071420938326633,-1.3646820445722212,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.5280984719955355
C0293,1.6564991995312126,브론즈,-0.5802015810133704,-1.0801042323990488,-1.7352016051162655,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.14708619130120987
C0294,-0.5703198157290107,실버,-0.2197709075427535,-0.18282138097720146,0.4879157581479993,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.21653834265430216
C0295,4.944531484830035e-16,VIP,0.8126285717992501,2.0603857475774165,1.599474439780131,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.20650864429642019
C0296,0.12556112653980905,브론즈,-0.6131901440832489,-0.6314628066881252,0.11739619760395491,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.4202003928764105
C0297,1.3085587283968028,실버,-0.223139770849413,-0.4071420938326633,0.0,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.13174556015323108
C0298,-0.22237934459460082,브론즈,-0.4197812207476,-1.5287456581099725,-1.920461385388287,0,True,False,False,False,False,False,True,False,True,False,False,False,True,1.889395265360144
C0299,-0.7790840984096566,실버,-0.48265051521826186,-0.18282138097720146,0.6731755384200208,0,True,False,False,False,True,False,False,False,False,False,True,True,False,-0.4142560680157955
C0300,-1.6837293233591224,실버,-0.09678176216323629,0.26582004473372217,-0.2531233629400887,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.26159012683378685
C0301,4.944531484830035e-16,실버,-0.34719555666925955,-0.6314628066881252,0.11739619760395491,0,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.14011559152645872
C0302,1.1693825399430386,실버,-0.17607747212175168,0.041499331878260354,-0.6236429234841331,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.25359503105261433
C0303,-1.7533174175860045,브론즈,-0.46819331980115164,-0.6314628066881252,0.4879157581479993,1,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.2675228248091393
C0304,1.4477349168505667,실버,-0.09104181728090324,0.26582004473372217,-0.8089027037561554,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.25823234898124203
C0305,0.19514922076669106,실버,-0.15134057807207213,0.26582004473372217,-0.2531233629400887,0,False,True,False,False,False,False,True,False,False,False,True,True,False,-0.29350617959652736
C0306,-1.2662007579978305,실버,-0.4822011689557613,-0.4071420938326633,0.0,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.3590658505504924
C0307,-0.7094960041827747,브론즈,-0.584738816943166,-1.5287456581099725,-1.5499418248442434,1,False,True,False,False,True,False,False,False,False,True,False,True,False,1.0209167746739314
C0308,0.19514922076669106,실버,-0.19797395074917382,-0.4071420938326633,0.11739619760395491,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.1096631442661556
C0309,-0.6399079099558926,실버,-0.2356207068406225,0.26582004473372217,1.0436950989640652,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.3428087348631637
C0310,-1.4053769464515944,브론즈,-0.4421006869370886,-1.0801042323990488,-1.179422264300199,0,False,True,False,True,False,False,False,True,False,False,False,True,False,0.09527438866180347
C0311,0.612677786127983,브론즈,-0.4068752266276915,-1.0801042323990488,-0.4383831432121109,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.1570934163165695
C0312,0.612677786127983,실버,-0.1448405308854358,-1.0801042323990488,-2.105721165660309,0,False,True,False,False,False,False,True,True,False,False,False,False,True,0.6169519947515937
C0313,-1.3357888522247126,골드,0.1388342803111439,1.611744321866493,0.6731755384200208,1,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.37146771066730805
C0314,-0.7790840984096566,브론즈,-0.7046848059913595,-0.4071420938326633,-0.9941624840281768,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.5542900149735122
C0315,-0.9182602868634206,골드,0.11158024858911234,1.1631028961555694,0.11739619760395491,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.32534161838462466
C0316,0.612677786127983,실버,-0.16654415998557368,0.26582004473372217,0.6731755384200208,1,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.3024000368852332
C0317,0.8214420688086288,골드,0.03983509452342873,0.9387821833001077,0.4879157581479993,0,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.322011461125579
C0318,0.8214420688086288,실버,-0.14226174841655567,-0.18282138097720146,-0.2531233629400887,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.1582419431251665
C0319,1.5869111053043305,실버,-0.11094997081174837,-0.18282138097720146,-0.4383831432121109,1,False,True,False,False,True,False,False,False,False,False,True,False,True,-0.1346916438083427
C0320,0.9606182572623928,실버,-0.19925505482906408,-0.4071420938326633,-1.5499418248442434,1,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.11078728299774007
C0321,-0.6399079099558926,VIP,0.3347404952020892,2.6492276188230037,0.4879157581479993,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.40647736735951917
C0322,-1.4053769464515944,실버,-0.35800172262833946,0.041499331878260354,0.6731755384200208,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.3733207227933175
C0323,0.40391350344733695,실버,-0.0004682846983998056,-0.4071420938326633,-1.5499418248442434,1,True,False,False,False,False,False,True,False,True,False,False,False,True,0.06364343745519996
C0324,1.5173230110774487,실버,-0.2753434259269428,0.041499331878260354,-0.6236429234841331,0,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.3189226877698084
C0325,1.7260872937580947,골드,-0.06114409920324625,0.26582004473372217,0.0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,-0.24074265218784988
C0326,-0.9878483810903026,브론즈,-0.3564949088680881,-0.18282138097720146,0.4879157581479993,1,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.3193715703184863
C0327,-0.9182602868634206,실버,-0.21208076792213376,-0.4071420938326633,0.4879157581479993,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.12204154490700249
C0328,-1.6837293233591224,실버,-0.0887419967360757,0.041499331878260354,-0.4383831432121109,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.1961189102224528
C0329,-1.2662007579978305,VIP,0.7122123597749259,2.2847064604328784,2.34051356086822,0,False,True,False,False,False,True,False,False,True,False,False,False,True,-0.26568643234620964
C0330,0.19514922076669106,실버,-0.16177697729881838,0.041499331878260354,-0.6236429234841331,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.2441837698813169
