고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,성별_남,성별_여,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,회당평균구매금액
C0168,-1.1955153035032449,0,-1.0818970389803308,-0.18359232912438098,-0.2497028728464517,0,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.9140028205550828
C0169,-0.5692267277448512,0,-0.8578257652439331,-0.853637325928691,-0.43494239276221686,0,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.18948200511760424
C0170,-0.012525771515167854,2,0.6084667837452667,0.4864526676799291,0.8617342466481385,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.18797173244265808
C0171,-1.404278162089376,0,-0.8257507811058078,-0.853637325928691,-0.43494239276221686,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.1469328568592394
C0172,-1.4738657816180865,1,0.3276637464397172,0.4864526676799291,-0.06446335293068653,0,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.3369717134155097
C0173,1.0312885214154883,2,0.4817733506012824,1.3798459967523424,1.0469737665639027,0,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.6062006656319203
C0174,-0.012525771515167854,0,-0.7672008755731544,-1.3003339904648978,-0.06446335293068653,0,True,False,False,False,True,False,False,False,False,False,True,True,False,1.3451808421734055
C0175,0.7529380433006466,2,0.8886793859811358,0.7098009999480325,0.8617342466481385,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.17059618214446787
C0176,-0.08211339104387827,3,1.81197277198626,1.8265426612885494,1.973171366142728,0,False,True,True,False,False,False,False,False,False,False,True,True,False,-0.2747442021775315
C0177,0.822525662829357,2,1.2130785325049767,0.26310433541182576,0.12077616698507782,0,False,True,False,True,False,False,False,False,False,True,False,True,False,0.3124652153742316
C0178,-1.1955153035032449,1,-0.3328386517421485,-0.18359232912438098,-0.06446335293068653,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.3461941198017164
C0179,1.4488142385877507,2,0.6984500338386017,0.7098009999480325,0.30601568690084296,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.2623595312284265
C0180,0.057061848013542554,1,-0.44036827259548594,0.26310433541182576,-0.43494239276221686,1,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.6623720658412467
C0181,-0.012525771515167854,2,2.7204345133150443,1.156497664484239,-0.06446335293068653,0,False,True,False,False,False,False,True,False,False,False,True,True,False,0.375054142244829
C0182,-1.2651029230319553,2,0.6792436020151638,0.4864526676799291,1.6026923263111976,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.1504160682421368
C0183,-0.012525771515167854,2,0.8319054538844299,0.7098009999480325,1.4174528063954333,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.19798294497145477
C0184,0.7529380433006466,0,-0.7935728249405269,-0.6302889936605877,-0.43494239276221686,1,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.38013919196162355
C0185,-0.012525771515167854,0,-0.5533445579732463,-1.0769856581967945,0.6764947267323725,0,True,False,False,False,True,False,False,False,True,False,False,True,False,0.7804735472581327
C0186,-0.15170101057258867,0,-0.89938860475502,-0.6302889936605877,-0.9906609525095116,1,False,True,True,False,False,False,False,False,False,False,True,True,False,-0.4924353361221364
C0187,-1.1955153035032449,1,-0.3211160783347623,-0.18359232912438098,2.1584108860584936,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.3373080579281213
C0188,-0.4300514886874303,1,0.45479285404038894,-0.6302889936605877,-0.2497028728464517,0,False,True,False,True,False,False,False,True,False,False,False,True,False,0.9446788313770544
C0189,-0.9171648253884032,1,-0.1354782251819827,-0.6302889936605877,0.12077616698507782,1,True,False,False,False,False,True,False,False,True,False,False,True,False,0.3182584021901949
C0190,-0.708401966802272,0,-1.0589878159165165,-0.18359232912438098,-1.1759004724252766,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.8966369430684227
C0191,0.6833504237719362,2,0.4382032639197957,0.7098009999480325,0.8617342466481385,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.3878980715591454
C0192,0.474587565185805,3,1.5460197198339132,2.4965876580928597,1.973171366142728,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.5399069715021
C0193,0.40499994565709463,0,-0.6357731697626082,-1.0769856581967945,-0.8054214325937472,1,False,True,False,False,False,False,True,True,False,False,False,True,False,0.6346790465280797
C0194,-0.4996391082161407,2,0.5225079101382408,0.9331493322161358,1.973171366142728,1,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.4419373474491638
C0195,1.657577097173882,1,-0.20367992243400518,0.9331493322161358,0.12077616698507782,0,True,False,False,True,False,False,False,True,False,False,False,True,False,-0.7630460929071753
C0196,-1.4738657816180865,1,-0.2524582940159515,-0.6302889936605877,0.12077616698507782,1,True,False,True,False,False,False,False,False,True,False,False,True,False,0.19411424621727974
C0197,-0.012525771515167854,0,-0.6881819259489934,-1.5236823227330012,-1.5463795122568071,0,False,True,False,False,True,False,False,False,True,False,False,True,False,4.593360320545643
C0198,-1.3346905425606657,2,0.3992359175030845,1.3798459967523424,1.0469737665639027,0,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.6374835892660852
C0199,-0.5692267277448512,3,1.512058204541202,1.3798459967523424,1.2322132864796689,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.21570727133295203
C0200,-0.012525771515167854,2,0.6729475568268529,0.7098009999480325,0.30601568690084296,0,True,False,False,False,False,False,True,False,False,False,True,False,True,-0.2746614850235552
C0201,-0.4300514886874303,3,1.9405068196977724,1.6031943290204458,0.8617342466481385,0,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.14867807354790877
C0202,1.5184018581164611,3,1.871908550357795,2.049890993556653,2.343650405974258,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.32715193769658296
C0203,-0.012525771515167854,0,-1.0819807961444246,-1.3003339904648978,-0.9906609525095116,0,True,False,False,False,False,False,True,False,False,False,True,True,False,0.5100367029609896
C0204,0.7529380433006466,1,-0.06309255136100544,-0.18359232912438098,-1.1759004724252766,1,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.14171849360196417
C0205,-0.15170101057258867,1,2.7204345133150443,0.039756003143722386,-0.6201819126779821,1,True,False,False,False,False,False,True,False,True,False,False,False,True,1.5367801790087117
C0206,-0.8475772058596928,3,1.6536451275181765,1.3798459967523424,1.4174528063954333,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.1620437064167105
C0207,0.9617009018867779,0,2.7204345133150443,-1.0769856581967945,-0.43494239276221686,1,True,False,False,False,False,True,False,False,False,True,False,True,False,6.570926338318871
C0208,1.7271647167025923,1,0.0962912949338783,-0.4069406613924843,0.30601568690084296,1,False,True,False,False,False,True,False,False,False,True,False,False,True,0.2229003629876139
C0209,-0.8475772058596928,2,0.7775019323403886,0.039756003143722386,1.2322132864796689,0,True,False,True,False,False,False,False,False,True,False,False,True,False,0.248079207437009
C0210,1.0312885214154883,0,-0.7205095815290652,-1.0769856581967945,-1.3611399923410419,0,True,False,True,False,False,False,False,False,False,True,False,False,True,0.48480265556426644
C0211,-0.8475772058596928,2,0.9343599532127389,0.7098009999480325,-0.06446335293068653,0,False,True,False,True,False,False,False,False,False,False,True,True,False,-0.14856066664691187
C0212,0.822525662829357,0,-0.156328675072897,-1.0769856581967945,-1.5463795122568071,1,False,True,False,False,True,False,False,False,False,False,True,False,True,1.4826900613160319
C0213,1.1008761409441987,3,1.3501238244003568,1.6031943290204458,1.0469737665639027,0,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.35752447328797693
C0214,-0.15170101057258867,2,0.42692994441841464,0.7098009999480325,-0.06446335293068653,0,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.3933361258924489
C0215,0.8921132823580675,0,-1.032587173503081,-1.0769856581967945,-1.7316190321725722,1,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.06718039647544817
C0216,-0.7779895863309824,2,0.39819438926699013,0.9331493322161358,1.4174528063954333,0,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.4969068153195364
C0217,-1.4738657816180865,0,-1.1505030493990414,-0.18359232912438098,-0.2497028728464517,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.9660082320202014
C0218,-1.404278162089376,1,-0.3128065382530525,-0.4069406613924843,0.6764947267323725,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.1388927877429229
C0219,-0.15170101057258867,1,-0.547139278250676,0.039756003143722386,-0.06446335293068653,0,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.630523803181242
C0220,-0.012525771515167854,2,0.7012491817828486,0.7098009999480325,-0.06446335293068653,0,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.2610092706768733
C0221,-1.3346905425606657,0,-0.861907753737249,-0.6302889936605877,-2.1020980720041016,1,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.45265908482455974
C0222,-0.15170101057258867,0,-0.752189574702833,-0.18359232912438098,-0.2497028728464517,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.6640746839643572
C0223,0.7529380433006466,2,0.7453802407360761,0.9331493322161358,0.8617342466481385,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.34338673662155217
C0224,-1.056340064445824,1,-0.0821258887928805,-1.0769856581967945,0.49125520681660817,1,True,False,False,True,False,False,False,False,False,True,False,True,False,1.613935243585012
C0225,0.822525662829357,1,-0.33165533424169413,0.039756003143722386,0.30601568690084296,1,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.4875984280438431
C0226,-0.708401966802272,0,-0.33304751954607387,-0.4069406613924843,-1.5463795122568071,1,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.1567932697348036
C0227,1.1704637604729091,0,-0.8152091920483738,-0.853637325928691,-1.9168585520883366,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.13294888624363532
C0228,0.3354123261283842,2,0.13965674429052524,1.156497664484239,0.12077616698507782,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.6783418668188479
C0229,0.19623708707096338,0,-1.1312832801014914,-1.0769856581967945,-0.43494239276221686,1,True,False,True,False,False,False,False,True,False,False,False,True,False,-0.24174781030362083
C0230,-1.1259276839745345,0,-1.3199165278641727,-1.5236823227330012,-0.2497028728464517,1,False,True,True,False,False,False,False,False,True,False,False,True,False,1.24124402691631
C0231,-0.08211339104387827,3,1.7913577193827075,1.8265426612885494,0.49125520681660817,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.28158093922629535
C0232,1.30963899953033,0,-0.906247720296376,-1.5236823227330012,-1.5463795122568071,0,True,False,False,False,False,False,True,False,False,True,False,True,False,3.43625748005056
C0233,-1.6826286402042177,2,0.4959176592837648,0.7098009999480325,0.12077616698507782,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.36005764551918656
C0234,0.9617009018867779,0,-0.3612142693931775,-0.18359232912438098,-0.9906609525095116,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.3677036881691578
C0235,-0.012525771515167854,2,0.755923078383947,-0.18359232912438098,-0.2497028728464517,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.47911989302477664
C0236,0.822525662829357,2,0.8011861003311314,0.039756003143722386,-0.43494239276221686,1,False,True,False,False,True,False,False,False,True,False,False,True,False,0.26378835277710444
C0237,0.6137628042432258,2,0.37768498869387535,0.26310433541182576,0.12077616698507782,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.18006515722780492
C0238,-0.2212886301012991,0,-1.1304576141059264,-0.853637325928691,-0.8054214325937472,1,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.5511424476365033
C0239,-0.6388143472735616,1,-0.2268223504529359,-0.4069406613924843,-0.9906609525095116,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.06285109870519145
C0240,0.474587565185805,2,0.6598400188411188,1.3798459967523424,0.6764947267323725,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.5387107307594654
C0241,-0.012525771515167854,0,-1.349512167914975,-0.4069406613924843,-0.06446335293068653,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-1.0557223715458968
C0242,-0.012525771515167854,0,-0.9211982378495875,-0.6302889936605877,-1.7316190321725722,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.5155806336039399
C0243,-1.4738657816180865,0,-0.8715233852486689,-0.853637325928691,-0.9906609525095116,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.20765261626610643
C0244,0.5441751847145154,3,1.7319449640769533,2.049890993556653,2.1584108860584936,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.37083876968774293
C0245,0.474587565185805,2,0.40775966885088316,0.26310433541182576,0.30601568690084296,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.16233376160791294
C0246,-1.4738657816180865,1,-0.3741099834060375,0.26310433541182576,-0.43494239276221686,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.6233075792837212
C0247,-0.012525771515167854,2,0.5704293876504384,0.26310433541182576,1.6026923263111976,0,False,True,True,False,False,False,False,False,False,True,False,False,True,-0.06642713436022853
C0248,-0.2908762496300095,1,-0.21302369634107754,0.26310433541182576,-0.2497028728464517,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.5283345099118519
C0249,1.0312885214154883,1,-0.08166978958493269,0.26310433541182576,0.6764947267323725,0,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.45089102340584875
C0250,-1.6130410206755073,1,0.03999164032174993,-0.18359232912438098,0.30601568690084296,1,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.06357758770622043
C0251,-1.1259276839745345,1,-0.31145072375976357,-0.18359232912438098,-0.2497028728464517,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.3299814295677001
C0252,-0.012525771515167854,0,-0.9916932994000278,-0.6302889936605877,-0.06446335293068653,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.5903929499555338
C0253,-1.1259276839745345,2,0.7274726836933446,-0.6302889936605877,0.8617342466481385,0,True,False,False,False,False,False,True,False,True,False,False,True,False,1.2340581046201782
C0254,-0.5692267277448512,2,0.7717323281646769,0.9331493322161358,1.4174528063954333,0,False,True,True,False,False,False,False,False,False,True,False,False,True,-0.33173426138739026
C0255,0.6137628042432258,0,-0.986082360510382,-0.853637325928691,-1.1759004724252766,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.35962110366258604
C0256,-1.2651029230319553,1,-0.03423801077696163,-0.18359232912438098,-0.06446335293068653,0,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.11984588730184734
C0257,0.6833504237719362,0,-0.6247801531970059,-0.6302889936605877,-0.8054214325937472,0,False,True,True,False,False,False,False,False,False,False,True,False,True,-0.2010093284140657
C0258,-1.404278162089376,3,2.117026671324545,1.8265426612885494,1.973171366142728,0,True,False,False,True,False,False,False,False,False,False,True,True,False,-0.17357670405935768
C0259,-1.1259276839745345,3,2.2413892875652364,1.3798459967523424,0.6764947267323725,0,True,False,False,False,False,False,True,False,False,True,False,True,False,0.060720135212622095
C0260,0.3354123261283842,3,1.5655094268738463,1.8265426612885494,2.1584108860584936,0,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.3564808397256674
C0261,1.1008761409441987,0,-0.8715678197700026,-0.853637325928691,-0.43494239276221686,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.20771156098850674
C0262,-1.1955153035032449,0,-0.8722375089442334,-0.853637325928691,-1.7316190321725722,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.20859993879217642
C0263,-0.708401966802272,0,-0.9001829404138485,-0.853637325928691,0.12077616698507782,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.245671018909447
C0264,1.5879894776451715,0,-1.0410429863952826,-0.4069406613924843,0.8617342466481385,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.7829220093051984
C0265,1.796752336231303,0,-1.2547646904571692,-1.3003339904648978,-0.06446335293068653,0,True,False,False,True,False,False,False,False,False,True,False,False,True,0.051622912069537334
C0266,0.3354123261283842,0,-0.8514347591405723,-0.853637325928691,0.30601568690084296,1,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.1810040004195821
C0267,-0.15170101057258867,3,1.590569424077359,2.4965876580928597,1.4174528063954333,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.5274653886453539
C0268,-0.4996391082161407,0,-0.8531434013251936,-1.5236823227330012,-2.1020980720041016,1,True,False,False,False,False,False,True,True,False,False,False,False,True,3.718040134262828
C0269,0.40499994565709463,0,-1.07804262190124,-0.853637325928691,-0.06446335293068653,1,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.48161121218291064
C0270,0.3354123261283842,2,0.3346020249365832,0.4864526676799291,0.8617342466481385,0,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.3332901173261753
C0271,-0.708401966802272,1,-0.1763517572411673,-0.4069406613924843,-0.43494239276221686,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.01821650654644617
C0272,-1.6826286402042177,2,0.6541958959369023,0.26310433541182576,-0.06446335293068653,1,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.0170401719596275
C0273,-1.2651029230319553,1,-0.08818893768485467,-0.18359232912438098,-0.06446335293068653,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.16074230637133946
C0274,1.657577097173882,2,1.1742387031514705,1.6031943290204458,1.0469737665639027,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.4197433627771135
C0275,-0.2908762496300095,1,-0.16536508217455675,-0.853637325928691,-1.1759004724252766,1,False,True,False,False,False,False,True,False,True,False,False,False,True,0.7291033990131535
C0276,-0.012525771515167854,1,-0.11226241638528948,-0.6302889936605877,-0.43494239276221686,0,False,True,False,False,False,True,False,False,True,False,False,True,False,0.3428959923115059
C0277,-0.08211339104387827,2,0.3402490622411858,0.039756003143722386,1.7879318462269636,1,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.04194022197452982
C0278,1.0312885214154883,1,-0.5651058553472634,0.4864526676799291,-0.8054214325937472,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.8106939884871106
C0279,-1.5434534011467969,0,-0.47061717401542336,-1.0769856581967945,-0.2497028728464517,0,True,False,False,False,False,True,False,True,False,False,False,True,False,0.9267964972509743
C0280,-1.4738657816180865,1,-0.4722295381916664,-0.18359232912438098,-0.43494239276221686,1,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.45185658814891877
C0281,-0.7779895863309824,0,-1.1419063377827892,-1.0769856581967945,-0.43494239276221686,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.26053720099273153
C0282,-0.012525771515167854,2,0.6056349268368845,0.26310433541182576,1.4174528063954333,1,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.045670692726683
C0283,0.6137628042432258,0,-0.8981688596349536,-0.853637325928691,-0.2497028728464517,1,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.24299923515122354
C0284,-0.012525771515167854,0,-1.1057610423883448,0.26310433541182576,-0.06446335293068653,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-1.0546735760225168
C0285,-0.2212886301012991,0,-0.953057500092844,-0.18359232912438098,-1.7316190321725722,1,True,False,False,True,False,False,False,True,False,False,False,True,False,-0.8163385897985225
C0286,1.5879894776451715,2,0.9298019224577341,0.26310433541182576,1.4174528063954333,0,False,True,True,False,False,False,False,True,False,False,False,True,False,0.145451314764582
C0287,-1.1955153035032449,0,-1.081096539765467,-0.6302889936605877,-1.3611399923410419,1,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.6852714188010591
C0288,0.2658247065996738,1,-0.5923903610324196,-0.6302889936605877,0.12077616698507782,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.16663592232453978
C0289,0.19623708707096338,2,0.8565128807592275,-0.18359232912438098,0.8617342466481385,0,False,True,False,False,False,True,False,False,False,True,False,True,False,0.5553699770887637
C0290,-0.08211339104387827,0,-0.7493099003912552,-0.4069406613924843,-0.43494239276221686,1,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.5249225192186506
C0291,1.1008761409441987,2,0.4570493174879407,1.156497664484239,0.8617342466481385,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.5487917467250198
C0292,-0.012525771515167854,0,-1.2794527337438208,-0.4069406613924843,-1.3611399923410419,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.9937640296262549
C0293,1.657577097173882,0,-1.0654129701226533,-1.0769856581967945,-1.7316190321725722,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.1252405836522809
C0294,-0.5692267277448512,1,-0.2502083134798743,-0.18359232912438098,0.49125520681660817,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.2835578476353997
C0295,-0.012525771515167854,3,2.084822872881661,2.049890993556653,1.6026923263111976,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.26069499354578113
C0296,0.12664946754225298,0,-1.1400249058149448,-0.6302889936605877,0.12077616698507782,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.7478086727024784
C0297,1.30963899953033,1,-0.2578278454934439,-0.4069406613924843,-0.06446335293068653,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.09027137530083829
C0298,-0.2212886301012991,0,-0.7025819617356012,-1.5236823227330012,-1.9168585520883366,0,True,False,False,False,False,False,True,False,True,False,False,False,True,4.5169507104929485
C0299,-0.7779895863309824,1,-0.8447766898335908,-0.18359232912438098,0.6764947267323725,0,True,False,False,False,True,False,False,False,False,False,True,True,False,-0.734258491321128
C0300,-1.6826286402042177,1,0.02796258430880037,0.26310433541182576,-0.2497028728464517,0,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.38625409346647155
C0301,-0.012525771515167854,1,-0.5384112190171808,-0.6302889936605877,0.12077616698507782,0,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.10935099257180522
C0302,1.1704637604729091,1,-0.15138461549395646,0.039756003143722386,-0.6201819126779821,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.36802914773479617
C0303,-1.752216259732928,0,-0.8120781047976986,-0.6302889936605877,0.49125520681660817,1,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.3997777711812321
C0304,1.4488142385877507,1,0.04094491389771716,0.26310433541182576,-0.8054214325937472,0,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.3785999863967653
C0305,0.19623708707096338,1,-0.0954359055076468,0.26310433541182576,-0.2497028728464517,0,False,True,False,False,False,False,True,False,False,False,True,True,False,-0.4590072343281471
C0306,-1.2651029230319553,1,-0.8437603802001508,-0.4069406613924843,-0.06446335293068653,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.6084515284335617
C0307,-0.708401966802272,0,-1.075675070799714,-1.5236823227330012,-1.5463795122568071,1,False,True,False,False,True,False,False,False,False,True,False,True,False,2.537240423699826
C0308,0.19623708707096338,1,-0.20090901132096364,-0.4069406613924843,0.12077616698507782,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.039934163317217206
C0309,-0.6388143472735616,1,-0.28605662258758846,0.26310433541182576,1.0469737665639027,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.5713931792574518
C0310,-1.404278162089376,0,-0.7530630503628581,-1.0769856581967945,-1.1759004724252766,0,False,True,False,True,False,False,False,True,False,False,False,True,False,0.42722414450329643
C0311,0.6137628042432258,0,-0.6733918087337883,-1.0769856581967945,-0.43494239276221686,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.5681415837722753
C0312,0.6137628042432258,1,-0.08073441330688465,-1.0769856581967945,-2.1020980720041016,0,False,True,False,False,False,False,True,True,False,False,False,False,True,1.616396397174221
C0313,-1.3346905425606657,2,0.5608675481270807,1.6031943290204458,0.6764947267323725,1,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.6367217623103154
C0314,-0.7779895863309824,0,-1.3469631048512403,-0.4069406613924843,-0.9906609525095116,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-1.053468061005909
C0315,-0.9171648253884032,2,0.499225697953357,1.156497664484239,0.12077616698507782,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.531576614375281
C0316,0.6137628042432258,1,-0.1298226314047333,0.26310433541182576,0.6764947267323725,1,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.47928092095659647
C0317,0.822525662829357,2,0.336955980110747,0.9331493322161358,0.49125520681660817,0,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.523985468879942
C0318,0.822525662829357,1,-0.07490184790156758,-0.18359232912438098,-0.2497028728464517,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.15067029420889808
C0319,1.5879894776451715,1,-0.004082384437443493,-0.18359232912438098,-0.43494239276221686,1,False,True,False,False,True,False,False,False,False,False,True,False,True,-0.09698701901605482
C0320,0.9617009018867779,1,-0.2038065505384624,-0.4069406613924843,-1.5463795122568071,1,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.042496655117033606
C0321,-0.6388143472735616,3,1.0039587454066012,2.9432843226290664,0.49125520681660817,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.7667588909674069
C0322,-1.404278162089376,1,-0.562852082291862,0.039756003143722386,0.6764947267323725,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.6409457323991021
C0323,0.40499994565709463,1,0.2457997471971992,-0.4069406613924843,-1.5463795122568071,1,True,False,False,False,False,False,True,False,True,False,False,False,True,0.35512089709265976
C0324,1.5184018581164611,1,-0.3758995465037772,0.039756003143722386,-0.6201819126779821,0,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.5169445617629909
C0325,1.7271647167025923,2,0.10856612594721243,0.26310433541182576,-0.06446335293068653,0,False,True,False,False,False,True,False,False,True,False,False,False,True,-0.33873194933413964
C0326,-0.9867524449171136,0,-0.5594440438410212,-0.18359232912438098,0.49125520681660817,1,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.517967796545095
C0327,-0.9171648253884032,1,-0.23281512779843033,-0.4069406613924843,0.49125520681660817,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.0681509209520188
C0328,-1.6826286402042177,1,0.0461465367216941,0.039756003143722386,-0.43494239276221686,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.2370114324169082
C0329,-1.2651029230319553,3,1.857706343490799,2.2732393258247563,2.343650405974258,0,False,True,False,False,False,True,False,False,True,False,False,False,True,-0.39559168587406607
C0330,0.19623708707096338,1,-0.11904044827950441,0.039756003143722386,-0.6201819126779821,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.3465760308731537
C0331,0.19623708707096338,1,-0.1434588476208311,-0.18359232912438098,0.6764947267323725,0,True,False,False,False,True,False,False,False,False,False,True,False,True,-0.20263855409538153
C0332,-0.4300514886874303,3,1.9651754443479477,1.8265426612885494,0.49125520681660817,0,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.2239363577229267
C0333,-0.6388143472735616,1,0.3457840193742505,-0.18359232912438098,0.6764947267323725,0,True,False,True,False,False,False,False,False,False,True,False,True,False,0.1682221977421074
C0334,1.2400513800016195,0,-0.6269725741211976,-1.0769856581967945,-1.1759004724252766,1,True,False,False,False,True,False,False,True,False,False,False,True,False,0.6502449819455695
C0335,-0.012525771515167854,0,-1.27898565348646,-1.0769856581967945,-1.5463795122568071,1,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5029944007391588
C0336,1.1704637604729091,0,-0.7609723246728903,-0.18359232912438098,-0.9906609525095116,1,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.6707322715897052
